rsn,mag,Rrup,Rhyp,Vs30,Ztor,eqH,X1a,X1b,X1bi,eqid,ssn,eqUTMx,eqUTMy,staUTMx,staUTMy,eqLat,eqLon,staLat,staLon,c4,c_g1,phi1,Xrup,X2,X3,Res_tot0.01S
12,6.1,99.270661,103.4348566,591.9495,7.007,11.37,1,1,1,1,405,354.083266433441,2637.72620947108,273.845042170143,2701.93870848953,23.8443,121.5672,24.4145,120.769666666667,-2.1,-0.008798,-0.510415026,99.270661,1.14791789755806,-0.646551584515033,-0.254450628774474
13,6.1,64.5441602,68.0955201,733.78,7.007,11.37,1,1,1,1,407,354.083266433441,2637.72620947108,287.010715856492,2642.66311568755,23.8443,121.5672,23.8813333333333,120.908166666667,-2.1,-0.008798,-0.510415026,64.5441602,1.02010476373009,-0.431763655539577,0.82959766131501
14,6.1,107.879964,112.1908004,650.81,7.007,11.37,1,1,1,1,410,354.083266433441,2637.72620947108,271.253692975577,2563.06052897881,23.8443,121.5672,23.1606666666667,120.765666666667,-2.1,-0.008798,-0.510415026,107.879964,1.16928698735321,-0.551755170775805,-0.101161277845992
15,6.1,125.241221,129.0340173,491.6637,7.007,11.37,1,1,1,1,690,354.083266433441,2637.72620947108,310.537935765039,2517.26525302695,23.8443,121.5672,22.7521666666667,121.154833333333,-2.1,-0.008798,-0.510415026,125.241221,1.20570134756412,-0.832177965517085,-1.04836316497547
16,6.1,99.3598257,103.6210276,252.3659,7.007,11.37,1,1,1,1,746,354.083266433441,2637.72620947108,252.226616306453,2621.4082028427,23.8443,121.5672,23.6845,120.570333333333,-2.1,-0.008798,-0.510415026,99.3598257,1.14815326172591,-1.49909289317766,0.482991463186651
17,6.1,85.9696412,89.7446191,506.4573,7.007,11.37,1,1,1,1,747,354.083266433441,2637.72620947108,265.035263181161,2642.46930224866,23.8443,121.5672,23.8765,120.6925,-2.1,-0.008798,-0.510415026,85.9696412,1.10871900337808,-0.802532895618818,-0.0613791858390496
18,6.1,126.4894482,130.479472,222.8992,7.007,11.37,1,1,1,1,748,354.083266433441,2637.72620947108,223.914530881255,2641.55465555269,23.8443,121.5672,23.8616666666667,120.289166666667,-2.1,-0.008798,-0.510415026,126.4894482,1.2080465123967,-1.62325326037439,0.45284106799466
19,6.1,113.2722538,117.7519294,836.1204,7.007,11.37,1,1,1,1,749,354.083266433441,2637.72620947108,256.724550655796,2572.5053018628,23.8443,121.5672,23.2438333333333,120.622333333333,-2.1,-0.008798,-0.510415026,113.2722538,1.18143968463786,-0.301200289852689,0.0725144720603472
20,5.53,52.8167864,58.3007024,539.6169,21.926,25.1,1,1,1,2,2,334.05357024857,2502.87484721907,333.384426417811,2555.27807729881,22.6247,121.3853,23.0978333333333,121.373166666667,-2.1,-0.008798,-0.510415026,52.8167864,0.892560705310346,-0.739113468367308,0.772846818315903
21,5.53,61.3043511,63.0412211,842.815002107038,21.926,25.1,1,1,1,2,523,334.05357024857,2502.87484721907,284.107050855491,2473.71639276893,22.6247,121.3853,22.3558333333333,120.9035,-2.1,-0.008798,-0.510415026,61.3043511,0.953061599712283,-0.29322542961793,-0.711580170023718
22,5.53,32.6365403,37.2852446,491.6637,21.926,25.1,1,1,1,2,690,334.05357024857,2502.87484721907,310.537935765039,2517.26525302695,22.6247,121.3853,22.7521666666667,121.154833333333,-2.1,-0.008798,-0.510415026,32.6365403,0.663958996193327,-0.832177965517085,-0.861594835285727
23,5.42,62.0304404,64.4010939,229.88,12.96,15.21,1,1,1,3,4,244.824392494564,2567.19421666612,219.484548151623,2624.23842011589,23.1941,120.507,23.7046666666667,120.249,-2.1,-0.008798,-0.510415026,62.0304404,0.957108713744856,-1.59241547806685,1.027110829706
24,5.42,56.042047,58.1581572,272.9754,12.96,15.21,1,1,1,3,7,244.824392494564,2567.19421666612,212.163931064656,2612.74307115743,23.1941,120.507,23.5996666666667,120.1795,-2.1,-0.008798,-0.510415026,56.042047,0.916701111350132,-1.42059123047168,0.430168034586588
25,5.42,47.2464008,49.4549041,211.0298,12.96,15.21,1,1,1,3,8,244.824392494564,2567.19421666612,236.909979811883,2613.42113484553,23.1941,120.507,23.61,120.421666666667,-2.1,-0.008798,-0.510415026,47.2464008,0.843259849348,-1.67797355597516,0.540978167804143
26,5.42,46.7132173,48.3889103,202.0474,12.96,15.21,1,1,1,3,10,244.824392494564,2567.19421666612,211.271091563921,2598.54326179267,23.1941,120.507,23.4714,120.1735,-2.1,-0.008798,-0.510415026,46.7132173,0.838139017924923,-1.72147058836665,0.365722864589646
27,5.42,40.8035475,42.6296521,209.4972,12.96,15.21,1,1,1,3,11,244.824392494564,2567.19421666612,221.926111931305,2599.69714608361,23.1941,120.507,23.4836666666667,120.2775,-2.1,-0.008798,-0.510415026,40.8035475,0.77496207541618,-1.68526253758864,0.333828032478469
28,5.42,31.1355208,33.8739224,816.86,12.96,15.21,1,1,1,3,13,244.824392494564,2567.19421666612,250.038902872506,2596.90135264319,23.1941,120.507,23.463,120.553,-2.1,-0.008798,-0.510415026,31.1355208,0.638579492307231,-0.324505190159082,1.06557317386405
29,5.42,35.3137552,38.5941344,581.469012508106,12.96,15.21,1,1,1,3,14,244.824392494564,2567.19421666612,260.430315109587,2598.94421306058,23.1941,120.507,23.483,120.654333333333,-2.1,-0.008798,-0.510415026,35.3137552,0.703519494582792,-0.664415230061628,0.208249270010448
30,5.42,40.6102875,41.4646148,192.2214,12.96,15.21,1,1,1,3,15,244.824392494564,2567.19421666612,209.566639305405,2582.95919802158,23.1941,120.507,23.3305,120.159833333333,-2.1,-0.008798,-0.510415026,40.6102875,0.772675808466769,-1.77132507901658,0.488936771482958
31,5.42,32.4555465,33.5200577,216.2318,12.96,15.21,1,1,1,3,16,244.824392494564,2567.19421666612,221.28405659463,2585.5782755478,23.1941,120.507,23.3561666666667,120.273833333333,-2.1,-0.008798,-0.510415026,32.4555465,0.660225101364091,-1.65362193128592,0.511020397218181
32,5.42,17.1555191,20.8005319,341.8024,12.96,15.21,1,1,1,3,17,244.824392494564,2567.19421666612,253.781131604724,2578.16777960202,23.1941,120.507,23.2945,120.592666666667,-2.1,-0.008798,-0.510415026,17.1555191,0.319413259891553,-1.19574011939946,1.1473320549396
33,5.42,23.895115,25.1588609,224.7275,12.96,15.21,1,1,1,3,18,244.824392494564,2567.19421666612,235.597231062294,2584.92715876568,23.1941,120.507,23.3526666666667,120.413833333333,-2.1,-0.008798,-0.510415026,23.895115,0.4971533478835,-1.61508435460083,1.25994356808719
34,5.42,37.0955365,38.480789,199.4681,12.96,15.21,1,1,1,3,19,244.824392494564,2567.19421666612,209.563758766246,2570.61903872176,23.1941,120.507,23.2191666666667,120.162166666667,-2.1,-0.008798,-0.510415026,37.0955365,0.728268972490809,-1.73431858791117,0.589696882840281
35,5.42,27.3002777,28.0816679,196.0186,12.96,15.21,1,1,1,3,20,244.824392494564,2567.19421666612,221.311148933544,2569.7845482575,23.1941,120.507,23.2136666666667,120.277,-2.1,-0.008798,-0.510415026,27.3002777,0.568896172974924,-1.75176335901921,0.454656624487129
36,5.42,18.6086078,18.9789454,594.6482,12.96,15.21,1,1,1,3,21,244.824392494564,2567.19421666612,233.957525536643,2570.53173821797,23.1941,120.507,23.2225,120.400333333333,-2.1,-0.008798,-0.510415026,18.6086078,0.362487091452159,-0.64200294152838,1.86405740318222
37,5.42,13.4061449,15.4698615,379.336835695971,12.96,15.21,1,1,1,3,22,244.824392494564,2567.19421666612,242.631344368301,2565.41899884923,23.1941,120.507,23.177738720408,120.485889964851,-2.1,-0.008798,-0.510415026,13.4061449,0.193169467895164,-1.09154835278892,1.19089931706693
38,5.42,27.1397715,29.358328,212.3443,12.96,15.21,1,1,1,3,24,244.824392494564,2567.19421666612,222.9455890091,2554.82944213344,23.1941,120.507,23.079,120.295666666667,-2.1,-0.008798,-0.510415026,27.1397715,0.565738121937475,-1.67176389778441,0.178349476852374
39,5.42,18.6587391,22.8847716,570.0171,12.96,15.21,1,1,1,3,25,244.824392494564,2567.19421666612,240.713161997152,2550.65116116989,23.1941,120.507,23.0441666666667,120.469666666667,-2.1,-0.008798,-0.510415026,18.6587391,0.363921352744447,-0.684306551327781,0.499179373710781
40,5.42,34.0273232,37.1308395,279.7855,12.96,15.21,1,1,1,3,26,244.824392494564,2567.19421666612,222.028020873757,2542.19396710042,23.1941,120.507,22.9648333333333,120.289,-2.1,-0.008798,-0.510415026,34.0273232,0.684609466365527,-1.39594967354837,-0.343460871707832
41,5.42,62.669278,65.1794454,408.4967,12.96,15.21,1,1,1,3,27,244.824392494564,2567.19421666612,256.982901424657,2629.17668618989,23.1941,120.507,23.7553333333333,120.615666666667,-2.1,-0.008798,-0.510415026,62.669278,0.961051551332227,-1.01748907577433,0.772471714479949
42,5.42,64.2782574,66.6282329,276.4977,12.96,15.21,1,1,1,3,28,244.824392494564,2567.19421666612,247.559657372149,2631.77573429644,23.1941,120.507,23.7773333333333,120.522833333333,-2.1,-0.008798,-0.510415026,64.2782574,0.970701162672875,-1.40777040904261,0.763577767260954
43,5.42,66.8053849,69.2659799,220.6369,12.96,15.21,1,1,1,3,29,244.824392494564,2567.19421666612,237.063136166893,2634.08675177821,23.1941,120.507,23.7965,120.4195,-2.1,-0.008798,-0.510415026,66.8053849,0.985094609328388,-1.63345454779636,0.425244144671736
44,5.42,66.3417755,68.7765241,209.4952,12.96,15.21,1,1,1,3,30,244.824392494564,2567.19421666612,220.127732133577,2629.36149430564,23.1941,120.507,23.751,120.254333333333,-2.1,-0.008798,-0.510415026,66.3417755,0.982520608631551,-1.68527208430118,0.889918804178178
45,5.42,46.700676,49.0447725,541.6629,12.96,15.21,1,1,1,3,32,244.824392494564,2567.19421666612,248.72232561435,2613.48990894129,23.1941,120.507,23.6125,120.537333333333,-2.1,-0.008798,-0.510415026,46.700676,0.838017515790443,-0.73532905948099,-0.160252655978196
46,5.42,49.9114691,52.1287086,207.8786,12.96,15.21,1,1,1,3,33,244.824392494564,2567.19421666612,243.318647130486,2616.85306873381,23.1941,120.507,23.642,120.483833333333,-2.1,-0.008798,-0.510415026,49.9114691,0.86760629583748,-1.69301865624343,0.661527950120179
47,5.42,47.6792487,49.826343,192.5669,12.96,15.21,1,1,1,3,35,244.824392494564,2567.19421666612,224.607321975058,2609.99076937854,23.1941,120.507,23.577,120.301833333333,-2.1,-0.008798,-0.510415026,47.6792487,0.847353680717488,-1.76952928588643,0.51178171178084
48,5.42,48.3195429,50.3053212,193.3239,12.96,15.21,1,1,1,3,36,244.824392494564,2567.19421666612,216.713907095483,2605.94831702826,23.1941,120.507,23.5391666666667,120.225333333333,-2.1,-0.008798,-0.510415026,48.3195429,0.853307890648463,-1.7656058911279,0.0602449583733047
49,5.42,37.2634374,40.1109745,554.221319046739,12.96,15.21,1,1,1,3,38,244.824392494564,2567.19421666612,254.093693790749,2603.0010608122,23.1941,120.507,23.5186666666667,120.591666666667,-2.1,-0.008798,-0.510415026,37.2634374,0.730519315538864,-0.712408811870981,0.787721016887848
50,5.42,21.7045417,25.1332799,252.29,12.96,15.21,1,1,1,3,45,244.824392494564,2567.19421666612,253.809920914971,2585.01859270184,23.1941,120.507,23.3563333333333,120.591833333333,-2.1,-0.008798,-0.510415026,21.7045417,0.445168957295832,-1.49939369219961,0.107867594612483
51,5.42,31.4860907,32.9260922,225.4114,12.96,15.21,1,1,1,3,46,244.824392494564,2567.19421666612,227.776646936012,2590.85063966935,23.1941,120.507,23.4048333333333,120.336333333333,-2.1,-0.008798,-0.510415026,31.4860907,0.644436534469559,-1.61204573462723,0.606752150144232
52,5.42,21.3328586,25.2462956,627.5494,12.96,15.21,1,1,1,3,48,244.824392494564,2567.19421666612,261.380160466933,2578.68970463368,23.1941,120.507,23.3003333333333,120.666833333333,-2.1,-0.008798,-0.510415026,21.3328586,0.435841597209169,-0.588150518699504,0.0976186880149505
53,5.42,32.9301809,34.9615665,446.4618,12.96,15.21,1,1,1,3,49,244.824392494564,2567.19421666612,241.717016564104,2598.41202403386,23.1941,120.507,23.4753333333333,120.471333333333,-2.1,-0.008798,-0.510415026,32.9301809,0.667742891071014,-0.928619069361122,1.31175357262695
54,5.42,27.144813,28.2828051,224.8207,12.96,15.21,1,1,1,3,52,244.824392494564,2567.19421666612,230.798640073427,2586.43607411205,23.1941,120.507,23.3655,120.366666666667,-2.1,-0.008798,-0.510415026,27.144813,0.565837633199358,-1.61466971607559,0.946603266104309
55,5.42,19.3663133,20.1958056,463.250203608814,12.96,15.21,1,1,1,3,53,244.824392494564,2567.19421666612,235.632334640933,2576.77405879453,23.1941,120.507,23.2791,120.4156,-2.1,-0.008798,-0.510415026,19.3663133,0.38381376093854,-0.891705607018479,1.00767511277089
56,5.42,26.9983818,27.5702076,175.1108,12.96,15.21,1,1,1,3,57,244.824392494564,2567.19421666612,225.6468738684,2579.89982667327,23.1941,120.507,23.3056666666667,120.3175,-2.1,-0.008798,-0.510415026,26.9983818,0.562938896024749,-1.86455399527611,0.0810454823654956
57,5.42,29.825302,31.7175751,223.9238,12.96,15.21,1,1,1,3,63,244.824392494564,2567.19421666612,217.930586613064,2559.85506470741,23.1941,120.507,23.1235,120.245833333333,-2.1,-0.008798,-0.510415026,29.825302,0.615962911605819,-1.61866709629663,0.0295599100268435
58,5.42,15.93289,20.2267725,499.94107822256,12.96,15.21,1,1,1,3,64,244.824392494564,2567.19421666612,245.827986404636,2553.94310500451,23.1941,120.507,23.0746666666667,120.519,-2.1,-0.008798,-0.510415026,15.93289,0.280784550594366,-0.815482663783172,0.46983211958037
59,5.42,14.6872378,17.904887,597.8477,12.96,15.21,1,1,1,3,65,244.824392494564,2567.19421666612,239.768687123676,2559.23685783055,23.1941,120.507,23.1215,120.459,-2.1,-0.008798,-0.510415026,14.6872378,0.238979299774034,-0.63663687246704,0.521284343705357
60,5.42,45.6996435,49.2929941,524.6131,12.96,15.21,1,1,1,3,77,244.824392494564,2567.19421666612,276.717773125609,2601.49402336014,23.1941,120.507,23.5083333333333,120.813333333333,-2.1,-0.008798,-0.510415026,45.6996435,0.828159664290817,-0.767311873178607,0.204455749911843
61,5.42,56.4880533,58.7285673,170.8915,12.96,15.21,1,1,1,3,79,244.824392494564,2567.19421666612,217.382038315714,2616.7051633572,23.1941,120.507,23.6363333333333,120.229833333333,-2.1,-0.008798,-0.510415026,56.4880533,0.919944191483521,-1.88894405950987,0.942897830006627
62,5.42,14.7920377,17.1466408,487.88,12.96,15.21,1,1,1,3,84,244.824392494564,2567.19421666612,244.242831147198,2575.06054774482,23.1941,120.507,23.265,120.5,-2.1,-0.008798,-0.510415026,14.7920377,0.242597030369145,-0.839903437731349,-0.303801803009185
63,5.42,61.6477386,64.0590025,194.8052,12.96,15.21,1,1,1,3,85,244.824392494564,2567.19421666612,225.405447174995,2626.12024024444,23.1941,120.507,23.7226666666667,120.306666666667,-2.1,-0.008798,-0.510415026,61.6477386,0.954715287947725,-1.75797282680906,-0.0438449274765964
64,5.42,58.9569603,61.3121951,259.0674,12.96,15.21,1,1,1,3,87,244.824392494564,2567.19421666612,241.461700549783,2626.2870021331,23.1941,120.507,23.7268333333333,120.464,-2.1,-0.008798,-0.510415026,58.9569603,0.937188000567693,-1.472884652201,0.211502290821736
65,5.42,23.2175189,25.9661499,508.001,12.96,15.21,1,1,1,3,90,244.824392494564,2567.19421666612,247.517869234475,2587.98738958685,23.1941,120.507,23.3821666666667,120.529833333333,-2.1,-0.008798,-0.510415026,23.2175189,0.481599354056414,-0.799489495625905,0.664457872133731
66,5.42,22.1614158,23.6789307,329.543582138738,12.96,15.21,1,1,1,3,91,244.824392494564,2567.19421666612,238.053065152879,2583.97839671539,23.1941,120.507,23.3445,120.438,-2.1,-0.008798,-0.510415026,22.1614158,0.456425825362101,-1.23226429901802,1.34497072944038
67,5.42,17.8763974,20.9435544,528.824128389355,12.96,15.21,1,1,1,3,282,244.824392494564,2567.19421666612,258.702362206374,2563.27762786148,23.1941,120.507,23.1608399835983,120.643112384399,-2.1,-0.008798,-0.510415026,17.8763974,0.341151018584739,-0.759316995636951,-0.0912645838607409
68,5.42,63.6217267,67.647375,215.922646667104,12.96,15.21,1,1,1,3,283,244.824392494564,2567.19421666612,224.744036493428,2504.62818490167,23.1941,120.507,22.6263,120.3221,-2.1,-0.008798,-0.510415026,63.6217267,0.966811259916089,-1.65505268544345,-0.322624226682874
69,5.42,65.2728621,69.1126249,887.7053,12.96,15.21,1,1,1,3,284,244.824392494564,2567.19421666612,218.726683794695,2505.24003902509,23.1941,120.507,22.6308333333333,120.2635,-2.1,-0.008798,-0.510415026,65.2728621,0.976473471276724,-0.241333093164412,1.0921863604243
70,5.42,60.6289279,64.7816847,256.553515159253,12.96,15.21,1,1,1,3,288,244.824392494564,2567.19421666612,229.56435193245,2506.31889283733,23.1941,120.507,22.6423333333333,120.368666666667,-2.1,-0.008798,-0.510415026,60.6289279,0.948225645206376,-1.48263563275859,-0.24707849519244
71,5.42,43.1582468,46.5509233,270.5384,12.96,15.21,1,1,1,3,290,244.824392494564,2567.19421666612,219.296853771633,2531.45765374084,23.1941,120.507,22.8675,120.264333333333,-2.1,-0.008798,-0.510415026,43.1582468,0.801636349395431,-1.42955886416056,-0.330202739817037
72,5.42,52.6884503,56.359785,145.3488,12.96,15.21,1,1,1,3,292,244.824392494564,2567.19421666612,219.076544095705,2519.56662257782,23.1941,120.507,22.7601666666667,120.264333333333,-2.1,-0.008798,-0.510415026,52.6884503,0.890945692514308,-2.05083654066953,0.468345783186872
73,5.42,36.4954568,40.5466784,304.6613,12.96,15.21,1,1,1,3,293,244.824392494564,2567.19421666612,231.104706296086,2532.31421990468,23.1941,120.507,22.8771666666667,120.379166666667,-2.1,-0.008798,-0.510415026,36.4954568,0.720113219263717,-1.31077224395514,0.0398450666316617
74,5.42,55.0362572,59.1098274,243.0921,12.96,15.21,1,1,1,3,295,244.824392494564,2567.19421666612,227.641937978026,2512.90953908866,23.1941,120.507,22.7015,120.348833333333,-2.1,-0.008798,-0.510415026,55.0362572,0.909235830565668,-1.53653252782719,-0.524251618968221
75,5.42,63.9681552,68.1866383,306.546072765523,12.96,15.21,1,1,1,3,297,244.824392494564,2567.19421666612,232.138774296613,2502.18099137336,23.1941,120.507,22.6054,120.3944,-2.1,-0.008798,-0.510415026,63.9681552,0.96887185534315,-1.30460484865291,-0.297213470614432
76,5.42,32.8323711,37.3449913,480.748279542394,12.96,15.21,1,1,1,3,299,244.824392494564,2567.19421666612,241.57870697716,2533.36879638682,23.1941,120.507,22.8883333333333,120.481,-2.1,-0.008798,-0.510415026,32.8323711,0.666204817149445,-0.854629105938869,-0.961387614938839
77,5.42,33.0976409,37.525197,480.279424784452,12.96,15.21,1,1,1,3,300,244.824392494564,2567.19421666612,239.147511040849,2533.48446359229,23.1941,120.507,22.889,120.4573,-2.1,-0.008798,-0.510415026,33.0976409,0.670362935370899,-0.855604842211672,-0.444058890396177
78,5.42,31.6356375,36.277416,344.2143,12.96,15.21,1,1,1,3,301,244.824392494564,2567.19421666612,247.997460441147,2534.53453843425,23.1941,120.507,22.8998333333333,120.543333333333,-2.1,-0.008798,-0.510415026,31.6356375,0.646910843809142,-1.18870848317893,-0.576089353492195
79,5.42,47.1747118,51.7280086,351.9061,12.96,15.21,1,1,1,3,310,244.824392494564,2567.19421666612,251.067381349506,2518.32569717794,23.1941,120.507,22.754,120.575833333333,-2.1,-0.008798,-0.510415026,47.1747118,0.842576380185551,-1.16660853305907,-0.53509384015286
80,5.42,24.2359554,28.1285722,502.7652,12.96,15.21,1,1,1,3,335,244.824392494564,2567.19421666612,266.829290378218,2575.96234802375,23.1941,120.507,23.2765,120.7205,-2.1,-0.008798,-0.510415026,24.2359554,0.504807612112986,-0.809849649796085,0.172462500661373
81,5.42,51.8242622,54.6725085,550.863,12.96,15.21,1,1,1,3,613,244.824392494564,2567.19421666612,260.879370067451,2617.01587469154,23.1941,120.507,23.6461666666667,120.655833333333,-2.1,-0.008798,-0.510415026,51.8242622,0.883889937081916,-0.718486772307708,0.752340724623524
82,4.24,18.2173389,19.0887082,341.8024,14.689,15.38,1,1,1,4,17,246.786122129936,2569.31035010161,253.781131604724,2578.16777960202,23.2135,120.5258,23.2945,120.592666666667,-2.1,-0.008798,-0.510415026,18.2173389,0.219105976507903,-1.19574011939946,0.0934371714641244
83,4.24,23.4804696,24.6371311,224.7275,14.689,15.38,1,1,1,4,18,246.786122129936,2569.31035010161,235.597231062294,2584.92715876568,23.2135,120.5258,23.3526666666667,120.413833333333,-2.1,-0.008798,-0.510415026,23.4804696,0.376860636438344,-1.61508435460083,0.104346395643447
84,4.24,28.6766364,29.7153849,196.0186,14.689,15.38,1,1,1,4,20,246.786122129936,2569.31035010161,221.311148933544,2569.7845482575,23.2135,120.5258,23.2136666666667,120.277,-2.1,-0.008798,-0.510415026,28.6766364,0.499498768986167,-1.75176335901921,0.252885293213069
85,4.24,23.9111481,24.9768979,570.0171,14.689,15.38,1,1,1,4,25,246.786122129936,2569.31035010161,240.713161997152,2550.65116116989,23.2135,120.5258,23.0441666666667,120.469666666667,-2.1,-0.008798,-0.510415026,23.9111481,0.388126618751249,-0.684306551327781,0.0214975225709013
86,4.24,29.4319863,30.4622153,488.1224,14.689,15.38,1,1,1,4,44,246.786122129936,2569.31035010161,255.276944770873,2594.10518159274,23.2135,120.5258,23.4385604858398,120.604698181152,-2.1,-0.008798,-0.510415026,29.4319863,0.515163173323866,-0.839406717631103,0.305084851600489
87,4.24,22.5398968,23.177357,627.5494,14.689,15.38,1,1,1,4,48,246.786122129936,2569.31035010161,261.380160466933,2578.68970463368,23.2135,120.5258,23.3003333333333,120.666833333333,-2.1,-0.008798,-0.510415026,22.5398968,0.351473201657185,-0.588150518699504,-1.04340247009633
88,4.24,26.9263367,28.0403167,224.8207,14.689,15.38,1,1,1,4,52,246.786122129936,2569.31035010161,230.798640073427,2586.43607411205,23.2135,120.5258,23.3655,120.366666666667,-2.1,-0.008798,-0.510415026,26.9263367,0.461233623427685,-1.61466971607559,0.188247083964367
89,4.24,19.3972985,20.4086988,463.250203608814,14.689,15.38,1,1,1,4,53,246.786122129936,2569.31035010161,235.632334640933,2576.77405879453,23.2135,120.5258,23.2791,120.4156,-2.1,-0.008798,-0.510415026,19.3972985,0.258041444140419,-0.891705607018479,1.00561945059827
90,4.24,27.2506536,28.1862548,175.1108,14.689,15.38,1,1,1,4,57,246.786122129936,2569.31035010161,225.6468738684,2579.89982667327,23.2135,120.5258,23.3056666666667,120.3175,-2.1,-0.008798,-0.510415026,27.2506536,0.468540170733904,-1.86455399527611,0.17124726444669
91,4.24,20.8666338,21.7998098,499.94107822256,14.689,15.38,1,1,1,4,64,246.786122129936,2569.31035010161,245.827986404636,2553.94310500451,23.2135,120.5258,23.0746666666667,120.519,-2.1,-0.008798,-0.510415026,20.8666338,0.303472231762568,-0.815482663783172,-0.504606313347379
92,4.24,18.5612243,19.6933709,597.8477,14.689,15.38,1,1,1,4,65,246.786122129936,2569.31035010161,239.768687123676,2559.23685783055,23.2135,120.5258,23.1215,120.459,-2.1,-0.008798,-0.510415026,18.5612243,0.230691302523338,-0.63663687246704,0.0611197024250272
93,4.24,15.6262542,16.621868,487.88,14.689,15.38,1,1,1,4,84,246.786122129936,2569.31035010161,244.242831147198,2575.06054774482,23.2135,120.5258,23.265,120.5,-2.1,-0.008798,-0.510415026,15.6262542,0.124893705400912,-0.839903437731349,-1.03178327875336
94,4.24,23.1081491,24.2609926,508.001,14.689,15.38,1,1,1,4,90,246.786122129936,2569.31035010161,247.517869234475,2587.98738958685,23.2135,120.5258,23.3821666666667,120.529833333333,-2.1,-0.008798,-0.510415026,23.1081491,0.366941846998016,-0.799489495625905,-0.685856880861876
95,4.24,21.8334838,23.0033828,329.543582138738,14.689,15.38,1,1,1,4,91,246.786122129936,2569.31035010161,238.053065152879,2583.97839671539,23.2135,120.5258,23.3445,120.438,-2.1,-0.008798,-0.510415026,21.8334838,0.331667372562075,-1.23226429901802,-0.0726762429521783
96,4.32,18.7174603,19.8325402,341.8024,14.761,15.57,1,1,1,5,17,246.68477848014,2568.17076952359,253.781131604724,2578.16777960202,23.2032,120.525,23.2945,120.592666666667,-2.1,-0.008798,-0.510415026,18.7174603,0.24181332072509,-1.19574011939946,-0.251047547053391
